REGION,user_id,campaign,medium,source,LP_benefit_activation,unsubscribe,cancellation
europe-west1,0PqAnwnb0egF8hJ96oCqs9zahzl2,23VLE-FB-PC-AO-CPL-bestsellers_2023_VLG_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,0Q22r1bhKUZLkAcbM61UAugLEbk2,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,bing,2,,
europe-west1,0Q4r3TqqksWM6J12ZXEnJgvpN4C3,23WAB-SE-NA-AO-CPM-brand_2023_WAL_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,,,
europe-west1,0Q9qL1kGoigszFj0hSPeTOQNzpG2,22VLE-SE-NP-AO-ROAS-foodwaste_2022_VLG_Ecom_Search_NA_AlwaysOn_Purchase_FoodWaste,cpc,google,2,,
europe-west1,0QD3nwKg0UWfstnr1VkeI7x58d73,23VLE-FB-PC-AO-CPL-bestsellers_2023_VLG_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,0QTKBGGxACYpdcLFyXw9048hd9H3,24WAE-FB-PC-AO-CPL-bestsellers_2024_WAL_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook instagram audience_network messenger,,1,
europe-west1,0QbGbLooUbX31qDWTZ6EKwzKgvJ2,(referral),referral,l.facebook.com,,,
europe-west1,0QddjAMUobSjQUwb9hD1cnrDCYf1,23VLE-FB-PC-AO-CPL-bestsellers_2023_VLG_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,0QkfFESmWFgbJcYir6w9r3pD36T2,23VLE-FB-PC-AO-CPL-bestsellers_2023_VLG_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,0Qs3Jz17HZUGNMtaCn1Q53rc7kZ2,20231012_BENL_1CBugles_subscribers,email,email,2,,
europe-west1,0Qz30qF5HnMR3t4UM189RG59Utr2,23VLE-PM-PP-D-ROAS_2023_VLG_Ecom_Pmax_PROS_Dynamic_Purchase,cpc,google,10,,
europe-west1,0Rb4Ell0jbPKc9YRXSZ6TD85s0r1,23WAE-FB-PC-D-CPL-_2023_WAL_Ecom_Facebook_PROS_Dynamic_Consideration_,paid_social,facebook,,,
europe-west1,0Rh272CMzHQ9elrYrRUk2dn8lCx2,24VLE-FB-PC-AO-CPL-bestsellers_2024_VLG_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook instagram audience_network messenger,2,,
europe-west1,0S9xKeIzV8Ww3Gg0kt4hi0IdB3Y2,23WAB-SE-NA-AO-CPM-brand_2023_WAL_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,,,
europe-west1,0SFjrzvWs6XvAVPxfSNaMzEJpbn2,(referral),referral,m.facebook.com,2,,
europe-west1,0SfWy0crasdlrS8mbFlfofMPQCo2,22VLE-SE-NP-AO-ROAS-onlinegrocery_2022_VLG_Ecom_Search_NA_AlwaysOn_Purchase_OnlineGrocery,cpc,google,,,
europe-west1,0Shcs0ZaDoaOwC2ZHTyFs2y3ny63,23VLE-FB-PP-D-ROAS_2023_VLG_Ecom_Facebook_PROS_Dynamic_Purchase,paid_social,facebook,,,
europe-west1,0SlbyIxy9MbIDP06N1FPwrOxagx2,daisycon_Deals.be,affiliate,daisycon,3,,
europe-west1,0SmoaJklnGRC7NmQNVFckICcsUb2,24WAE-FB-PC-AO-CPL-bestsellers_2024_WAL_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook instagram audience_network messenger,,,
europe-west1,0SnB1PzVKMZ4oUAZCtL3TDYdwhm1,23WAE-FB-PC-AO-CPL-bestsellers_2023_WAL_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,0Svb7kfgz5Ydwy7tcl6Q4gtjpuy2,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,,,
europe-west1,0T4qHq5KdDg1JkUYxBXBwpDc5Us2,(organic),organic,google,,,
europe-west1,0TBdnGMQ7lf4CtWSPfe2B1l2MSy1,(organic),organic,google,,,
europe-west1,0TIuDpOHBUXMsTzNg3IGJ1HDhLa2,22VLE-PM-PP-D-ROAS_2022_VLG_Ecom_Pmax_PROS_Dynamic_Purchase_,cpc,google,,,
europe-west1,0ThtMBDFuhcHtlzzUsKiReQ5TSG2,23WAE-FB-PC-AO-CPL-bestsellers_2023_WAL_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,0TjJO86HrjRfn9pbgSOx1lOo5kB3,23VLE-FB-PP-D-ROAS_2023_VLG_Ecom_Facebook_PROS_Dynamic_Purchase,paid_social,facebook,,2,
europe-west1,0TqG7KeGn3gIsB4FEoefo2ogVTb2,(referral),referral,foodello.nl,3,,
europe-west1,0Tvu9xH3kDX69Y8tQ8g84FuWEqf1,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,,,
europe-west1,0U69xHESFlVsLSMzcxLses7x1B43,23VLE-FB-PP-D-ROAS_2023_VLG_Ecom_Facebook_PROS_Dynamic_Purchase,paid_social,facebook,2,1,
europe-west1,0UIZDaK4TJQPf5EwARED6TtcZvx2,(referral),referral,l.instagram.com,,,
europe-west1,0UaMhrJQGdRgUCYiiDYSehIfXsD3,23VLE-FB-PC-AO-CPL-bestsellers_2023_VLG_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,0UaSXGN6jhgmKn5g0GH7UiQdUpp2,23VLE-TT-PP-AO-CPA_2023_VLG_Ecom_TikTok_PROS_AlwaysOn_Purchase_NA,tiktok,tiktok,,,
europe-west1,0Ucv6QYFXHWq3RORedzZxFUe6Kq2,23WAB-SE-NA-AO-CPM-brand_2023_WAL_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,,,
europe-west1,0UdFlbNIGzfN3ZFQ2V5w8XlmXPh2,24VLE-FB-MP-D-CPA_2024_VLG_Ecom_Facebook_MID_Dynamic_Purchase_NA,paid_social,facebook,1,,
europe-west1,0UohDILM9OdusPxNYd7nFdU7oOJ3,(referral),referral,lm.facebook.com,,,
europe-west1,0VJpaXJ0xGZkPEWAMRHvpQacLtI2,23WAE-FB-PC-AO-CPL-bestsellers_2023_WAL_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,2,,
europe-west1,0VXSjrwUmGMVGZsKWBJNGo92a0G2,23WAE-FB-PC-D-CPL-_2023_WAL_Ecom_Facebook_PROS_Dynamic_Consideration_,paid_social,facebook,,,
europe-west1,0VeBl1kzpRbbSGKJRkrxeyxrKel2,24VLE-FB-PC-AO-CPL-bestsellers_2024_VLG_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,0VjxNtoYbST7gTqkUo0JYgz9vO23,23WAE-FB-PC-AO-CPL-bestsellers_2023_WAL_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,0Vk19MdjUqVtHrJHgv77RuodBqd2,20230925_BEFR_1Csnickers_delifrance_subscribers,email,email,2,,
europe-west1,0VvgQO9NQCbRisJgLrbmiow8Q8N2,daisycon_Face à la crise,affiliate,daisycon,2,,
europe-west1,0W64dXI3ZIeIKaodhbl5xS1dGZN2,23WAE-FB-MP-D-ROAS-_2023_WAL_Ecom_Facebook_MID_Dynamic_Purchase_,paid_social,facebook,2,,
europe-west1,0W9PNnGQ7Hdlp6Pnl3i2Mxvj9PA3,daisycon_Face à la crise,affiliate,daisycon,,,
europe-west1,0WPaVCSUaAS3RzEVPlXYptPWtnG2,20230731_BENL_Tonys_Subscribers,email,email,,,
europe-west1,0WZWWWEHFLRL43tnRIPQ1b9xXiS2,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,4,,
europe-west1,0WjBCuCd6QewFamE0SxbSc4xBoS2,23WAE-FB-MP-D-ROAS-_2023_WAL_Ecom_Facebook_MID_Dynamic_Purchase_,paid_social,facebook,2,,
europe-west1,0WrcKX3lclfnP3wgBsgyzXJiEV82,(referral),referral,l.facebook.com,,,
europe-west1,0Wtg1mNlJseifiC5BCDlPVEFq5Y2,(referral),referral,m.facebook.com,,,
europe-west1,0X4RIgp6kMad9QMzoPL7e8oiwvR2,22VLE-PM-NP-D-ROAS_2022_VLG_Ecom_Pmax_NA_Dynamic_Purchase_,cpc,google,,,
europe-west1,0XSWssO7C8UWzVccC3mvxPaxZXg2,(referral),referral,foodello.nl,,,
europe-west1,0XYgmxMDwIZ6soVJxSV7uMllgZc2,(organic),organic,google,,,
europe-west1,0XqLdyioFxR0zaeHjDp97oXdxF23,(referral),referral,foodello.com,4,,
europe-west1,0XwJ9No7EEf1uRW2NA1TUOaTnch1,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,12,,
europe-west1,0XyQDGaV4XQ4DvaTuiQrXtHMhR22,Subscribed_1_BENL,email,email,14,,
europe-west1,0Y28g5ZzM6YQ97Z3WcNhc2EcL002,(organic),organic,google,8,,
europe-west1,0Y8EXEf5jcUmRQAh04Tdo1VnGTF2,23WAE-FB-PC-AO-CPL-bestsellers_2023_WAL_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,0YCmzxLAh4Qy3m0SKc3QQPKwqi02,24VLE-FB-PC-AO-CPL-bestsellers_2024_VLG_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,0YRzyXELTtWBl1Z5HHwqTCN5mwy2,(referral),referral,l.instagram.com,,,
europe-west1,0YWxvxxA0ea3EAed3V2BsO9VZbO2,(referral),referral,lm.facebook.com,6,,
europe-west1,0Yh1tv0ysoWlEFV4lI67i0Ade542,23WAE-FB-PC-D-CPL-_2023_WAL_Ecom_Facebook_PROS_Dynamic_Consideration_,paid_social,facebook,2,1,
europe-west1,0YhWpMIvEJUKoTeIiYikSp4mXuS2,23VLE-FB-PP-D-ROAS_2023_VLG_Ecom_Facebook_PROS_Dynamic_Purchase,paid_social,facebook,1,,
europe-west1,0YsP1YmVxtW0Q9iJk84cJoUvxbZ2,(referral),referral,l.facebook.com,,,
europe-west1,0YuKx2v0L3aRD8sUjhiQQo2nq642,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,bing,62,1,
europe-west1,0YxYbfOBftYnZSJrCKmNOhfstNb2,Order_confirmation_email_BENL,email,email,2,,
europe-west1,0Z1tv2y4NLadK79JUua8jRMqPgA3,(organic),organic,google,3,,
europe-west1,0ZFELrsyGNXWbRSctUTHHHBj8fR2,23WAB-SE-NA-AO-CPM-brand_2023_WAL_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,2,,
europe-west1,0ZFRYuIqdaQLrX1Csm2vSyrXGG23,23VLE-FB-PC-AO-CPL-bestsellers_2023_VLG_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,0ZbXt91YOkNIk7SzD2s5FjGYgvP2,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,1,,
europe-west1,0ZjuBE2SdtfP0a3o5PUxULc3jgq2,23VLE-FB-PC-AO-CPL-bestsellers_2023_VLG_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,2,,
europe-west1,0aKySYMvaHMeqy5ZTmXr8EoC9Hv1,23WAE-FB-PC-AO-CPL-bestsellers_2023_WAL_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,0anST6FUzEZq4E4XftMqM3vZaU33,23WAE-FB-PC-D-CPL-_2023_WAL_Ecom_Facebook_PROS_Dynamic_Consideration_,paid_social,facebook,4,,
europe-west1,0bYR3ZYB1wXPrIbrzGmfbfvvd7o2,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,bing,4,,
europe-west1,0baB0VpM6BYrawSdMp86bYao4bk1,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,4,,
europe-west1,0bcjvPpYYTSuQmZqWjg0caEOfbJ2,23VLE-PM-PP-D-ROAS_2023_VLG_Ecom_Pmax_PROS_Dynamic_Purchase,cpc,google,2,,
europe-west1,0bcxoWmM8MMj158YEPHmdj6x4t63,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,5,,
europe-west1,0beC0T1WkIXavYkQc7NLIyZRFqv1,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,4,,
europe-west1,0bhT0ajV1KSBBCHlLRrDyTBOPBl1,23WAE-FB-PC-AO-CPL-bestsellers_2023_WAL_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,0bkqdnL3NXaC19WQ91st3od1utu1,23WAB-SE-NA-AO-CPM-brand_2023_WAL_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,,,
europe-west1,0blKO0Ag6ENJFgR6M6cVgC3hgXi1,23VLE-PM-PP-D-ROAS_2023_VLG_Ecom_Pmax_PROS_Dynamic_Purchase,cpc,google,6,2,
europe-west1,0bqASz6SQ8adEt4hI8w7FbDiryv2,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,5,,
europe-west1,0brrpHaYjtdXrERWizYHO3Ps3pn1,22VLE-SE-NP-AO-ROAS-onlinegrocery_2022_VLG_Ecom_Search_NA_AlwaysOn_Purchase_OnlineGrocery,cpc,google,,,
europe-west1,0bxKadV9wnTEQoQDcKs9ZUYmM282,23VLE-FB-PP-D-ROAS_2023_VLG_Ecom_Facebook_PROS_Dynamic_Purchase,paid_social,facebook,,,
europe-west1,0chXsc9AkdR4XasJzFJ8jAXOgrz1,23WAE-FB-PC-AO-CPL-bestsellers_2023_WAL_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,0dJqq90MCwgpqGIZiFLaGiqFcZt2,daisycon_Face à la crise,affiliate,daisycon,,,
europe-west1,0dLUn74DWocVc1izUbPlIhXrLF22,Subscribed_1_BENL,email,email,,,
europe-west1,0dwU3doO56Ry4gGeeopLFAutedd2,22VLE-PM-PP-D-ROAS_2022_VLG_Ecom_Pmax_PROS_Dynamic_Purchase_,cpc,google,4,,
europe-west1,0dxyqXABkMTJcay03nZcGYvUgRq1,23VLE-FB-PC-AO-CPL-bestsellers_2023_VLG_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,0dzqLhOf2LVnhJXNRR2ZfvTHJwi2,23WAB-SE-NA-AO-CPM-brand_2023_WAL_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,2,,
europe-west1,0e6g6c8OWAXbNIzWCscCVtUSd8F2,daisycon_Face à la crise,affiliate,daisycon,2,,
europe-west1,0e79U71tsIRbDp85o3Nrkbr0RS03,23WAE-FB-PC-AO-CPL-bestsellers_2023_WAL_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,16,,
europe-west1,0eAhhwVjMaaOfsjJCopoQDM3oZH2,ONBOARDING_1A_BENL,email,email,11,,
europe-west1,0ePY8E0xTtObl6G4eAvylsmDs1K2,23VLE-FB-PC-AO-CPL-bestsellers_2023_VLG_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,0edzWr8XXlfTf3w4m7AeUNv6hNU2,23WAE-FB-PC-AO-CPL-bestsellers_2023_WAL_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,0eu3uhmUqvOCONRr4C1CsdjTJhk2,(referral),referral,l.instagram.com,8,,
europe-west1,0ez48WqrnENpN8KMevP2kD8Ldyl2,(organic),organic,google,,1,
europe-west1,0f0XN5lz2PSgYDgZk2QTZ8TSbm83,23WAE-FB-PC-AO-CPL-bestsellers_2023_WAL_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,0fTFoXw0FCb183ZggXw7UYyoTsq1,(referral),referral,foodello.com,3,,
europe-west1,0fxzZHit2jUgZj005fDbw7O1cio1,23VLE-FB-PC-AO-CPL-bestsellers_2023_VLG_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,1,,
europe-west1,0g8uYem8wNg8w3JJuDD8gjUn8mg2,(organic),cpc,google,6,,
europe-west1,0gBEhG57PGP0ltOtJcipUjLp6Of1,(referral),referral,m.facebook.com,,,
europe-west1,0gGuQSZ91sZS3f48fdZg7LrbnK82,20231214_BEFR_Giveaway-Milka_Active-1,email,email,1,,
europe-west1,0gPS65CeJEXrepyn1tRwntpl8wM2,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,,,
europe-west1,0gkzGEbo3iXV9hj8fFjRatMeI7r1,(referral),referral,foodello.nl,,,
europe-west1,0gmDpKDZvHd6Xr6FuKjzAHwy28R2,(organic),organic,google,,,
europe-west1,0h0r5gswmgX6hUS0b9dszypvf7D2,Subscribed_1_BEFR,email,email,12,,
europe-west1,0hDd1oF5foQltRkJVfSzdn7ke4M2,23WAE-FB-PC-AO-CPL-bestsellers_2023_WAL_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,2,,
europe-west1,0hXn0cYshsW9BEeJnBVnEDb5yiV2,20230928_BENL_1Clays-kelloggs_subscribers,email,email,,,
europe-west1,0hqggLrGkub4wtf3wPxhqgbGkJk1,24WAE-FB-PC-AO-CPL-bestsellers_2024_WAL_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook instagram audience_network messenger,,,
europe-west1,0hsK5JRF8Lh7zLfsPPY6Ogleb0f2,20240203_BEFR_Last1C_Active-1,email,email,,,
europe-west1,0htpiqOSttTiDOdEEXeEkD9RhjJ3,20230729_BENL_TAXFREELAYS_Subscribers,email,email,6,,
europe-west1,0hx1sTsfaMU0yf8ysYHo7TyfeWz1,20231028_BEFR_Cafe_subscribers,email,email,,,
europe-west1,0i3WO7hQkgYXc18raZrrZY22RkI3,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,2,,
europe-west1,0i4IXdJuh4Zi0pxjOsjIWmhaFSv1,20240125_BENL_1CSkittlesGoodBar_active-1,email,email,6,,
europe-west1,0i4fKzaJ7iTwqQRKeygMEEZG2BA3,(referral),referral,l.facebook.com,,,
europe-west1,0i7VfWDE4eNn1IHMqP1GJVxBhxC3,22VLE-SE-NP-AO-ROAS-foodwaste_2022_VLG_Ecom_Search_NA_AlwaysOn_Purchase_FoodWaste,cpc,google,4,,
europe-west1,0iAaiEpU6AeoyvlvZAH583AFsut2,23VLE-FB-PC-AO-CPL-bestsellers_2023_VLG_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,1,,
europe-west1,0iKAZw3LJrYIqso6ZlMVuD3YaGR2,(organic),organic,google,2,,
europe-west1,0iTyqj8diCUnrJLVEy8fSboaWyH2,24VLE-FB-PC-AO-CPL-bestsellers_2024_VLG_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook instagram audience_network messenger,2,,
europe-west1,0iyWrtrOtuUdl8Cej04OzW1sB252,20240219_BEFR_bdayRinglings_non-active,email,email,,,
europe-west1,0j0ULVrfRJb8UbrmYSrFvffe6NK2,23WAE-FB-PC-AO-CPL-bestsellers_2023_WAL_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,0j76whefqJP1ltRkhfg1AE80q4f2,23VLE-FB-RP-AO-ROAS-bestsellers_2023_VLG_Ecom_Facebook_RET_AlwaysOn_Purchase,paid_social,facebook,,,
europe-west1,0jEoC2f3eoUMurJD7jrVd5yT7GW2,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,,,
europe-west1,0jMtT9YXMxQPPR1nB8n3TfKQ8nL2,23VLE-FB-PC-AO-CPL-bestsellers_2023_VLG_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,0jWhvn9ryFR4821JmwhSQTGKYgg2,23VLE-FB-PC-AO-CPL-bestsellers_2023_VLG_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,0jcuRB6USMaAqTBVyez0zdmrNR23,(organic),organic,google,3,,
europe-west1,0jnMQ99tDhhoesQlQRK6VFvA9343,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,2,,
europe-west1,0kYycg5eelMBzmfXLgubl0Eq2A83,23VLE-FB-PC-AO-CPL-bestsellers_2023_VLG_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,0knTcHrPrdOLcJG9UYcWSmiZFcJ3,23WAE-FB-PC-AO-CPL-bestsellers_2023_WAL_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,3,,
europe-west1,0kngLwY528cWvzkklJenSPasv0x1,(referral),referral,l.facebook.com,2,,
europe-west1,0l84dsEkSxdQ97sz1wFXFA6CHVf1,23WAE-FB-PC-D-CPL-_2023_WAL_Ecom_Facebook_PROS_Dynamic_Consideration_,paid_social,facebook,,,
europe-west1,0lQHuHQjOLX04eGVIy9xAShlLcL2,23VLE-FB-PC-AO-CPL-bestsellers_2023_VLG_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,0ldfAIxzysfTFep4rKrV6uyXOD82,20230904_BENL_CheetosSpinners_Subscribers,email,email,,,
europe-west1,0lg0mSP9oNhad1486RuH4QcEQSW2,23VLE-FB-PC-AO-CPL-bestsellers_2023_VLG_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,0mI38Sg0fUgs7dRaaih4ivsrrP03,23VLE-FB-RP-D-ROAS_2023_VLG_Ecom_Facebook_RET_Dynamic_Purchase,paid_social,facebook,2,,
europe-west1,0mnBgrVP7jT0GA1TyIpRs7XZefc2,24WAE-FB-RP-AO-ROAS-bestsellers_2024_WAL_Ecom_Facebook_RET_AlwaysOn_Purchase,paid_social,facebook instagram audience_network messenger,,,
europe-west1,0nR3CVsbiaR86Sc5zYggvzpuZSq1,22VLE-PM-NP-D-ROAS_2022_VLG_Ecom_Pmax_NA_Dynamic_Purchase_,cpc,google,,,
europe-west1,0nXIwAfNICWALgUN78qruZH41o52,22VLE-SE-NP-AO-ROAS-onlinegrocery_2022_VLG_Ecom_Search_NA_AlwaysOn_Purchase_OnlineGrocery,cpc,google,2,,
europe-west1,0o5qkjrzzMWWMOqAb1F1VF6VS5p2,(referral),referral,l.facebook.com,,,
europe-west1,0oDfGJFAhURBAcqCv4905Icr2DH3,23WAE-FB-PC-D-CPL-_2023_WAL_Ecom_Facebook_PROS_Dynamic_Consideration_,paid_social,facebook,,,
europe-west1,0oQUl3U8GMbv0C77n7vM75fRHom1,22VLE-PM-NP-D-ROAS_2022_VLG_Ecom_Pmax_NA_Dynamic_Purchase_,cpc,google,,,
europe-west1,0oRZeSdCzddNSaty3gjAjhpYt1r1,24VLE-FB-PC-AO-CPL-bestsellers_2024_VLG_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook instagram audience_network messenger,,,
europe-west1,0oZ3tRugxXWcoDl2jhM7crlWaZ43,23VLE-FB-RP-D-ROAS_2023_VLG_Ecom_Facebook_RET_Dynamic_Purchase,paid_social,facebook,2,,
europe-west1,0ogNgpUErvMFHmGOVDEzRGNKgNg2,23WAB-SE-NA-AO-CPM-brand_2023_WAL_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,1,,
europe-west1,0p0ceSY9QmY4JaygEwFIourU3133,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,,,
europe-west1,0p3a33cjfPTylH50JT47cqV6Uxr2,(referral),referral,l.instagram.com,2,,
europe-west1,0pD9ba8A6dV2Msl9cgvaBFKQLJg2,23VLE-FB-PP-D-ROAS_2023_VLG_Ecom_Facebook_PROS_Dynamic_Purchase,paid_social,facebook,,,
europe-west1,0pEwwgY2bzUmKQlQ1WJzrJc2O1N2,20230629_BENL_Milka_Subscribers,email,email,3,,
europe-west1,0pYj6CINXNg18yphw3zxFcylGYJ2,23VLE-FB-PC-AO-CPL-bestsellers_2023_VLG_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,1,
europe-west1,0panDLDUjbgdcL9Fdq71s1hUInW2,(referral),referral,l.facebook.com,1,,
europe-west1,0ps6KsTRBtODv1BSMMU05Sbnn4I2,23VLE-FB-PC-AO-CPL-bestsellers_2023_VLG_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,0qGGOTxv0xTJagVJ1APaEK5R7OV2,(referral),referral,l.facebook.com,2,,
europe-west1,0qaKphiVEzXXsswn2kNdT4aRacb2,23WAE-FB-PC-D-CPL-_2023_WAL_Ecom_Facebook_PROS_Dynamic_Consideration_,paid_social,facebook,,,
europe-west1,0qr9r2bsdjZXSMASX6C5qRQpiw92,(referral),referral,foodello.nl,26,,
europe-west1,0qtuu0T7chenJMx1qWoINuS6MA92,23VLE-FB-PC-AO-CPL-bestsellers_2023_VLG_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,0rLLbWDpMiYZCbpXtwvpgAxLwln1,23VLE-FB-PC-AO-CPL-bestsellers_2023_VLG_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,1,1,
europe-west1,0rM5cvPlx2dW5Hrqne3dll6Ibxu1,20230807_BENL_M&M_Subscribers,email,email,,1,
europe-west1,0rUMGEdjhJZqFgxr2m4rVzAuHS52,24WAE-FB-PC-AO-CPL-bestsellers_2024_WAL_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook instagram audience_network messenger,,,
europe-west1,0rdsluCzLNbyE6LyEToZPb1ldBO2,22VLE-PM-PP-D-ROAS_2022_VLG_Ecom_Pmax_PROS_Dynamic_Purchase_,cpc,google,2,,
europe-west1,0rhboQrQQzemJLkSuYqB2awyR862,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,2,,
europe-west1,0rzbsK2IKwadWfBRqpX1RFOy4qq2,23WAE-FB-PC-AO-CPL-bestsellers_2023_WAL_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,3,,
